title,media_score,cast,short_review
Iron Man,94%,"Robert Downey Jr., Terrence Howard, Gwyneth Paltrow","His well-honed acting chops aside, a big reason the casting of Downey as Stark works so darn well is that incorrigible streak, which he somehow always has been able to balance with an irrepressible likability and which he uses to full effect here."
Iron Man,94%,"Robert Downey Jr., Terrence Howard, Gwyneth Paltrow","Injecting the brilliantly bright, quick, and clever life force that is Robert Downey Jr. into the comic-book superhero realm is a masterstroke, a kick in the head to the tired franchises of the genre."
Iron Man,94%,"Robert Downey Jr., Terrence Howard, Gwyneth Paltrow","Led by Downey's career-resurrecting performance as billionaire weapons peddler Tony Stark, it proves just as indispensable to the movie's giddy escapist appeal as the seamless CGI effects and eye-popping pyrotechnics."
Iron Man,94%,"Robert Downey Jr., Terrence Howard, Gwyneth Paltrow",Downey updates the superhero prototype with a unique blend of bravado and wit.
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",The finale still stands as one of the best and most exciting of the MCU.
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Rumours had been circulating around Iron Man 2 for some time - rumours of re-shoots and studio cuts. Is this what they wanted, you wonder? Or is this what they were trying to avoid?"
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Doesn't quite stand up to the original, but comes close. The lead villain and the final showdown leaves this film feeling a little empty. Still more than worth a watch though."
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",Much of the magic that made the original film entertaining is left by the wayside in favor of bigger bangs and larger quantities of machine-gun-toting robots.
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","There's almost no denying that Terrence Howard replacement Don Cheadle, as Rhodey, exhibits a better chemistry with Downey."
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",They definitely make Tony too unlikable in this film
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",Comic book blabber that does not gain value for the franchise. [Full review in Spanish].
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","The visual effects are memorable especially the Monaco Grad Prix scene. Just the right amount, but not over-bearing."
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Like Iron Man before it, the film's military funding doesn't just result in a wrongheaded political outlook, but in a confused character-story."
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","In the end, Iron Man 2 is what it is... a sequel that, although not quite living up to the original, manages to hold its own and, above all, a fun popcorn movie that will put a smile on your face."
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","The sequel suffers from the ""where-do-we-go-to-now"" conundrum."
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Watching [Robert Downey Jr.] is like being invited over and over to his highly entertaining, extravagant party."
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","There's some nice character work here. And under the direction of Jon Favreau, who also has a minor role as Stark's thuggish driver, Happy Hogan, the script is loaded with witty dialogue. But the action is as dumb as the dialogue is smart."
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",A big-time superhero spectacle that delivers to both fans and newcomers alike.
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","It's a little messy and not nearly up to par with the original, but this is still an acceptable sequel with just enough fun to appease its fan base."
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Iron Man 2 would be surpassed by some other offerings in the MCU, notably the first two Captain America movies, but it remains one of the smartest and least silly chapters in the 22-film extravaganza."
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",Iron Man 2 is still a good film but I'm saddened to report that it is not the rare sequel that becomes greater than its predecessor.
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Iron Man 2 doesn't take itself seriously; it's a nonstop joyride starring a wisecracked eccentric atypical superhero, and it deftly delivers."
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","While I didn't hate it, Iron Man 2 just isn't as memorable and as begging of a rewatch as many other Marvel movies."
Iron Man 2,72%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",An impressive spectacle that will surely please both unacquainted viewer and the die-hard Marvel fan alike.
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Don and Will verbally arm wrestle over writers, villains, armor, and more."
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",A thrilling film and a somewhat satisfying conclusion to the Iron Man trilogy.
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",The villain is generic but that doesn't detract too much from an otherwise fun time full of plenty of spectacle and a deeper look at Tony Stark's psyche.
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Most of this film is one big stall, and, as a result of its context, what is otherwise mostly a middling, decently entertaining picture ends up feeling far less than the sum of its parts."
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",State-of-the-art special effects can't compensate for the lackluster antagonist or the absence of an inspired plot.
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","You're going to be entertained and, even if the meandering plot drives you crazy, it's hard to imagine you won't leave the film at least being modestly entertained."
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Action and banter propel the entire film forward, and there's a bleak, grim center to the glossy, candy shell that provides added depth."
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Iron Man 3 is pure Iron Man fun in the style we've become accustomed to. Downey, Jr. keeps up the charm, even through all of his snarky comments, while bringing a depth to the scenes concerning his post-Avengers PTSD."
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Iron Man 3 is an enjoyable, energetic and amazing summer entertainment, with enough surprises to send you to buy a ticket and see it again. [Full review in Spanish]"
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Overall, the movie was great."
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",I thoroughly enjoyed it.
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Ultimately, empty suits fighting anonymous henchmen is still an empty spectacle, and it happens to be at odds with Stark's journey in the film."
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",Iron Man 3 is ironclad -- it rocks!
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","Iron Man 3 is action-packed, funny and entertaining."
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",Iron Man 3 is still marred by that disconnect between the subversive wit of Stark's dialogue and the clichéd tedium of the action.
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","This movie risks a most interesting mix of intense action, humor, and genuine character development."
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","This is biggest, boldest Iron Man  yet."
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle",The twist of The Mandarin is...so silly it just didn't work and felt a little insulting to the viewers
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","While Tony Stark will live on as Iron Man, Iron Man 3 serves as a satisfying conclusion to his personal story."
Iron Man 3,79%,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","A sporadically entertaining but ultimately underwhelming endeavor. Coming on the heels of The Avengers, this is a film that tries too hard to capture the same magic."
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo",The 2010s will undeniably go down as the decade of superheroes...
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo","It is the textbook example of a comic book movie, the gold standard to strive for, and a validation of comic book storytelling as an art form."
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo","A mega-budget action extravaganza that succeeds on just about every level, and it's one you should certainly go and see as soon as possible."
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo",A perfect example of an ensemble cast and great example of well shot spectacle that also manages to actually develop a lot of the titular heroes as well. Great stuff.
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo","The posing, evil grimacing to denote villainy, and arsenal of one-liners are at an all-time high."
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo",The Avengers will undoubtedly please nearly all fanboys and most other moviegoers hoping for the quintessential popcorn flick experience.
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo","The Avengers is an amazing madness that guarantees entertainment, fun and awe with the most fantastic gathering of heroes that cinema has ever seen. [Full review in Spanish]"
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo",'The Avengers' May Be the Best Comic Book Film Ever Made
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo","Clever, funny, emotional, and downright amazing; The Avengers is a spectacle which demands repeat viewings. Joss Whedon has delivered what is quite simply an epic comic book movie masterpiece."
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo","...not without its flaws, but Joss Whedon has put together an immensely enjoyable film, the best Marvel-based one to date, and one that is not in the least bit ashamed of its comic book roots."
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo","This star-studded, action packed film lives up to all the hype."
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo",The Avengers is as close as you can get to a quintessential blockbuster experience. One of the rare MCU films where the action beats feel entirely like extensions of story and character.
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo","Overall, Marvel's Avengers Assemble is fun, funny and downright entertaining. Joss Whedon did good."
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo",I think the problem is inherent in the format.
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo","It is no longer enough for one superhero to fight a single villain while dealing with his own personal problems, apocalypse must now enter into it."
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo",The movie is not utterly worthless in every way. I'll grant that. But does that mean it's good? Or even adequate? No.
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo",Tightly scripted and filled with enough moments of levity to balance the extended and spectacular battle sequences.
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo",Gets everything right. So entertaining when our characters gather to fight Loki who is the best.
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo",Marvel's The Avengers is the team-up movie that we've been waiting for and it's absolutely everything we wanted it to be.
Marvel's the Avengers,91%,"Robert Downey Jr., Chris Evans, Mark Ruffalo","The film begins with a bang and builds from there, a thrill ride peppered with Whedon's trademark self-aware humor. It's fun to watch all these egos clash, especially Downey, who just owns the Tony Stark role."
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang","An irresistible, relentlessly fun blockbuster that balances light entertainment with dramatic weight. [Full Review in Spanish]"
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang",Director Destin Daniel Cretton has chosen to bombard us with computer-generated images and very busy visual effects while we sort out who's who and what's at stake.
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang","Instead of a Marvel movie, this definitely feels like a Disney film. [Full Review in Spanish]"
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang",Shang-Chi eloquently rewrites the character with the best of Hong Kong and Chinese cinema. [Full Review in Spanish]
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang","For fans of cinematic spectacle, Shang-Chi and the Legend of the Ten Rings offers some of the best choreographed action sequences of the Marvel Cinematic Universe."
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang",A breath of fresh air for the superhero genre. Its high doses of adrenaline combine with visually striking action sequences and a moving story about pride and family. [Full Review in Spanish]
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang","Shang-Chi is not only a winner as far as something the critics and crowds will love, but is also something that truly has meaningful and wanted representation and will be rewarded for it."
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang","The nods to wuxia epics like Hero and Crouching Tiger, Hidden Dragon are eye-catching, and the scene-stealing return of a notable MCU character delivers laughs..."
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang",I didn't even need my inner 15-year-old boy to enjoy this latest Marvel blockbuster; the mature adult me was mesmerized by it.
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang","It's personal, obvious, and exposition for forthcoming, bigger-scale entries. A fun, exhilarating ride that entertains while sharing one more piece of the MCU's [puzzle]."
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang","Shang-Chi is a beautifully choreographed, heartfelt origin story that neatly wraps a fractured family's story into the Marvel superhero world."
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang",Shang-Chi has been introduced to the MCU by the right people and in the right ways in the very good Shang-Chi and the Legend of the Ten Rings.
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang",(Tony) Leung brings all the necessary depths to make his role of Wenwu far from just your garden-variety Marvel antagonist.
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang","Action films often skimp on character development in favor fight scenes, but that is not the case here, in fact, character development is not overlooked in most Marvel action films."
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang",Shang-Chi and the Legend of the Ten Rings is one of the better superhero flicks we've seen in recent years.
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang","Sometimes, an MCU film, like Shang-Chi, is released that combines its louder, blockbuster values with a deeply human center, a magnificent, empathetic spark that reminds worn naysayers (admittedly like myself) what this unmatched series is capable of."
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang","Shang-Chi and the Legend of the Ten Rings isn't just a great addition to the MCU, it is one of its tentpoles, offering a solid foundation in which to build new stories and create new heroes that fit perfectly within the ever-expanding Marvel universe."
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang",A solid addition to the MCU that offers one of the franchises best villains and several of the best fight scenes. But the mandatory MCU humor and cameos hold it back from being a top tier addition to the franchise.
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang",A highly enjoyable addition to Marvel's mega-franchise.
Shang-Chi and the Legend of the Ten Rings,92%,"Simu Liu, Awkwafina, Meng'er Zhang","It checked all of the boxes for me. The fight choreography, the performances and the story were all great."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","They do what Spider-Man does best: that blend of sentimentality, action and teen awkwardness."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","They swung for the fences on this one, and they knocked it out of the park. It's action-packed, it's actually very funny, and there are some emotional scenes as well."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","Tom Holland once again excels as Peter Parker/Spider Man. He manages to bring just the right mixture of innocence, charm, and uncertainty."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal",...the saving grace of humour has rescued many Marvel movies and just about glues this one together...
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","After the near-perfect fun of Homecoming, Spider-Man: Far from Home is a big letdown. While still completely watchable for anyone who loves these types of movies, it makes for a less-than-satisfying experience overall."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","A movie that feels like part of the bigger Marvel universe but, somehow, retains its own character."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","Far From Home's sleight-of-hand pulls off effective and high-impact twists and turns, even when you see them coming."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","My Marvel fatigue was real going into a screening of 'Spider-Man: Far From Home.' Fortunately, it wore off early on."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal",Oftentimes the laughs are so frequent (virtually everyone provides their own comic relief) that the action fails to make an impression.
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","Superhero fatigue is definitely a factor here, as the film can't shake the expected narrative beats of these sorts of movies with the third act a rote exercise of mass mayhem and close calls."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","Spider-Man: Far From Home continues the feels from Endgame, and there are definite callbacks to moments int he MCU that, if you're invested, will get you emotional."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","Spider-Man: Far From Home is far from perfect (get what I did there), but relying on that overt Marvel confidence, it's a fitting epilogue to close out the series."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","This film has the best Spider-Man scene that has ever been filmed. It's not just visually stunning, but emotionally charged like no other. [Full review in Spanish]"
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","It would be wrong to write off Far From Home as a complete and utter failure, but it's certainly the most disappointing MCU film since Iron Man 2."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","eaps of fun, Spider-Man: Far From Home steps up the comic pace established by the Guardian of the Galaxy and Thor movies with bonus excruciating hormonal awkwardness, never more so than when Aunt May refers to his Spidey sense as ""Peter's tingle""."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal",A joyous trek through Europe after the gloom of Thanos and Endgame is exactly what the doctor ordered.
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","A totally enjoyable ride with a commendably creative premise. ... In the big picture, ""Far From Home"" is the second best ""Spider-Man 2,"" better than Electro in 2014 but behind Doc Ock in 2004."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","Consistently engaging thanks to its blend of humour, action and humanity."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","Breezy and light-hearted with some epic action pieces, it's a visual kaleidoscope that will send 'Peter Tingles' down your spine."
Spider-Man: Far From Home,90%,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","A standard superhero movie, but introduces a few new elements I haven't seen in a Spider-Man film and would like to see explored more."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","The movies in the Marvel Cinematic Universe have been getting darker of late but with Spider-Man: Homecoming we get a true comic-book movie with lots of action, light-hearted fun, and character growth."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","In most respects, Spider-Man: Homecoming swings and scores."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.",This film gets everything right about Peter Parker.
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","Just one more forgettable, indistinguishable entry into the rapidly-growing collection of Marvel's superhero extravaganzas."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","It makes such a difference when a villain is given more than the standard arbitrary screen time. Whilst not perfect and Keaton could have benefited from more screen time, but he makes every scene count."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","The first Marvel Cinematic Universe film in a long while, outside the Guardians entries, to truly feel like a live-action comic book. This is the Peter Parker/ Spider-Man we all know and love"
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.",A wonderful coming-of-age tale about a kid trying to live his life in the best way possible. [Full review in Spanish]
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","A good time that revisits a fan favorite character in thrilling, hilarious fashion."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","Maybe I'm just getting old here, but I could barely follow the action set-pieces[.]"
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.",This is the Spider-Man reboot we deserve. [Full review in Spanish]
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","Spider-Man: Homecoming is as perfect a portrait of Peter Parker as I've ever seen, and one of the best Marvel movies to date. Face it, tiger. We just hit the jackpot."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.",Tom Holland is good. Really damn good.
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","The human-sized stakes make it more exciting, and it's considerably easier to follow the action with fewer moving parts. You don't come out of the film feeling like you've been beaten over the head for the last half hour."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","How much weight can the resolution really hold for Parker, when all it does is fall back on Marvel's original sin of affirming the status quo? It can't help but feel like a really good Tony Stark story nestled between incomplete Spidey adventures."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","Spider-Man: Homecoming is a brilliantly fun film which re-imagines the popular Marvel character with little, if any, room for criticism."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","Spider-Man: Homecoming is funny, action-packed and really smart, with [Tom] Holland being the best Spidey to date."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","Coolly self-aware and irreverent, Homecoming, pits a hero in danger against a boy in school, a boy in trouble with his aunt, in an academic decathlon, a boy in love."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","Taken on its own, ""Homecoming"" is a breath of fresh air."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","With Spider-Man: Homecoming, director Jon Watts, his co-screenwriters, and crew do offer us something new, fun, and very watchable with their sweet teen story superhero mashup."
Spider-Man: Homecoming,92%,"Tom Holland, Michael Keaton, Robert Downey Jr.","The performances are great, and the direction of Jon Watts gives us time for our titular character to breathe and still gives us coherent action set pieces for us to marvel at. The script is funny and zips along at a wonderful pace."
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","It's the first time the character has ever looked truly impressive onscreen, and every action scene is explosive and has real power behind it, with every blow feeling strong enough to crack the earth wide open."
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","A brooding Norton acquits himself fine, and there's a thrilling chase through a Brazilian favela, but there's little tension and the underwhelming CGI leaves the battling behemoths looking like shiny plasticine figures..."
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","A perfectly fine ""popcorn muncher"", but the CG monster fight at the end of the film hasn't aged all that well. Still more good than bad, mind you..."
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth",I cannot see an action scene involving the Hulk without grinning in the cinema like an idiot.
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth",Infinitely superior to the previous theatrical adaptation from 2003 - but that wasn't difficult to achieve in the slightest.
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth",It's far more faithful to the superhero's origin than Ang Lee's artistically satisfying but relatively soulless 2003 film.
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","No classic, but a fair action movie when its CGI-rendered title character busts loose."
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","The film is at its most interesting in the brief moments when it ceases to feel like a ""superhero movie."" But these moments - when the drama is purely human, divorced from the half-formed shared universe backdrop - are few and far between."
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","It's a film that has to be taken on its own merits, but those merits are enough to provide a some great summer thrills."
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth",There's way too little hulking for a Hulk movie
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth",It's not a great film by any means but it's perfectly serviceable.
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","It is very imperfect and works best when it's purely a ""chase film"" ... Still, I wouldn't write it off either as unwatchable."
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","A movie that truly deserves to have ""Incredible"" restored to its title."
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","In this follow-up to ""Bouncing Hulk,"" the Hulk can't have intercourse. Poor Hulk."
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","An energised, and by turns spectacular, return for the tetchy one though, which suggests, particularly by its open-ended finale, that there is a healthy future in store for its temperamental protagonist."
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth",The Incredible Hulk is the best kind of summer popcorn movie. Just let loose your inner green geek and Hulk out.
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","Before his initial transformation inside the bottling plant where he works, Banner warns, ""Something bad is about to happen."" He's right."
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","The climax is a bit of a yawn, but most of what precedes it is vigorous and sharp."
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","It's disposable fun, best summed up by Banner himself when asked how he feels during his transformation: ""There's just too much noise... it's difficult to remember anything at all."""
The Incredible Hulk,67%,"Ed Norton, Liv Tyler, Tim Roth","A very standard summer actioner that delivers reasonably well, if straight down the middle, on audience expectations."
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins",Some of the very best melodrama Marvel has ever offered.
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins","It should all feel much more ridiculous than it does, but Branagh keeps an astonishing balance throughout."
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins",I love the world of Asgard that they build. It looks beautiful and the dynamic between Loki and Thor is dynamite.
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins","While not perfect, the casting is on-point, the action scenes done well and the dialogue full of just as much humour as drama. A fun film overall."
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins",Poorly characterized villains and bouts of hokey dialogue work to hinder the nobler efforts.
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins",Doesn't come close to achieving its true potential.
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins","There were too many inconsistencies to simply ignore, too many questions that are left unanswered to make this a truly enjoyable experience."
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins","Marvel's reluctance to entertain the notion of confronting military conquest works to its narrative detriment. The heroes aren't allowed to truly change, because they're never made to face the parts of themselves most connected to the world around them."
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins",Thor changed everything. Thor gave us a universe.
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins","A surprisingly adept mixture of comic book goofiness and epic mythos, filled with bright colors and beautiful production design."
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins",Thor introduces an entirely new realm of mythology to the Marvel Cinematic Universe by way of the wondrous beauty that is Asgard.
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins",Director Kenneth Branagh and the screenwriting team of Ashley Edward Miller & Zack Stentz and Don Payne...have come up with a movie that's surprisingly winsome and enjoyable.
Thor,77%,"Chris Hemsworth, Natalie Portman, Anthony Hopkins",Thor deserves a thunderous applause.
